hhid,itemcode,itemname,groupcode,groupname,gafed,adm1
9577-001-99,701,Ripe bananas,5,Fruits,22.644585003707977,2
9577-001-99,704,Sugarcane,5,Fruits,53.28137647931288,2
9577-001-99,802,Beef (including minced sausage),9,"Meat, meat products and fish",11.779400786832598,2
9577-001-99,809,Dried/salted/canned fish and seafood (incl. Dagaa),9,"Meat, meat products and fish",10.656275295862576,2
9577-001-99,1001,Cooking oil,11,Oil and fats,12.134833493163509,2
9577-001-99,1003,Salt,13,Spices and other foods,5.328137647931288,2
9577-001-99,1004,Other spices,13,Spices and other foods,7.513458273915598,2
9577-001-99,1104,"Bottled/canned soft drinks (soda, juice, water)",6,Beverages,58.23920856071294,2
9577-001-99,4013,"Other beans, lentils, and pulses",3,"Pulses, dry",39.96103235948466,2
9577-001-99,6011,Onions,4,Vegetables,9.484085013317692,2
9577-001-99,6012,Tomatoes,4,Vegetables,13.053937237431656,2
9577-001-99,6013,"Carrots and green pepper, other viungo",4,Vegetables,9.628142664251794,2
9577-001-99,6021,Cabbage,4,Vegetables,11.277891354787892,2
9577-001-99,6023,Other green vegetable,4,Vegetables,8.813715646418334,2
9577-001-99,7022,Orange/tangerine,5,Fruits,9.990258089871165,2
9578-001-99,102,Rice (husked),1,Cereals and cereal products,50.804278579356755,2
9578-001-99,104,Maize (grain),1,Cereals and cereal products,50.804278579356755,2
9578-001-99,105,Maize (flour),1,Cereals and cereal products,254.02139289678377,2
9578-001-99,107,Millet and sorghum (flour),1,Cereals and cereal products,6.350534822419594,2
9578-001-99,201,Cassava fresh,2,Starches,31.498652719201186,2
9578-001-99,205,Irish potatoes,2,Starches,5.905997384850223,2
9578-001-99,301,Sugar,7,Sugar and sweets,19.051604467258784,2
9578-001-99,809,Dried/salted/canned fish and seafood (incl. Dagaa),9,"Meat, meat products and fish",12.701069644839189,2
9578-001-99,901,Fresh milk,12,Milk and milk products,187.59479865427483,2
9578-001-99,902,"Milk products (like cream, cheese, yoghurt etc)",12,Milk and milk products,111.22326687985677,2
9578-001-99,1001,Cooking oil,11,Oil and fats,11.570674446448502,2
9578-001-99,1003,Salt,13,Spices and other foods,7.620641786903513,2
9578-001-99,1101,Tea dry,6,Beverages,1.7781497502774866,2
9578-001-99,4013,"Other beans, lentils, and pulses",3,"Pulses, dry",25.402139289678384,2
9578-001-99,6011,Onions,4,Vegetables,11.303951983906876,2
9578-001-99,6012,Tomatoes,4,Vegetables,18.670572377913608,2
9578-001-99,6013,"Carrots and green pepper, other viungo",4,Vegetables,27.541565614752283,2
9578-001-99,6023,Other green vegetable,4,Vegetables,16.80791655950278,2
9579-001-99,105,Maize (flour),1,Cereals and cereal products,223.22486443206137,2
9579-001-99,109,Bread,1,Cereals and cereal products,102.04565231179949,2
9579-001-99,206,"Cooking bananas, plantains",2,Starches,95.66779904231201,2
9579-001-99,301,Sugar,7,Sugar and sweets,31.88926634743734,2
9579-001-99,502,Coconuts (mature/immature),8,Nuts and seeds,12.731826901148452,2
9579-001-99,801,Goat meat,9,"Meat, meat products and fish",46.23943620378414,2
9579-001-99,802,Beef (including minced sausage),9,"Meat, meat products and fish",56.40041214030765,2
9579-001-99,809,Dried/salted/canned fish and seafood (incl. Dagaa),9,"Meat, meat products and fish",63.77853269487468,2
9579-001-99,901,Fresh milk,12,Milk and milk products,471.0044639516495,2
9579-001-99,902,"Milk products (like cream, cheese, yoghurt etc)",12,Milk and milk products,159.57388880257645,2
9579-001-99,1001,Cooking oil,11,Oil and fats,29.051121642515415,2
9579-001-99,1003,Salt,13,Spices and other foods,9.5667799042312,2
9579-001-99,1101,Tea dry,6,Beverages,1.1480135885077443,2
9579-001-99,1104,"Bottled/canned soft drinks (soda, juice, water)",6,Beverages,48.34004876176627,2
9579-001-99,6011,Onions,4,Vegetables,28.381447049219226,2
9579-001-99,6012,Tomatoes,4,Vegetables,250.01184816390872,2
9579-001-99,6023,Other green vegetable,4,Vegetables,63.300825391026315,2
9579-001-99,7021,Lemon/lime,5,Fruits,0.8666524214358218,2
9579-001-99,7031,Mangoes,5,Fruits,128.57752191286735,2
9581-001-99,102,Rice (husked),1,Cereals and cereal products,89.15289942506925,2
9581-001-99,104,Maize (grain),1,Cereals and cereal products,29.717633141689753,2
9581-001-99,105,Maize (flour),1,Cereals and cereal products,148.58816570844874,2
9581-001-99,109,Bread,1,Cereals and cereal products,71.3223195400554,2
9581-001-99,111,"Macaroni, spaghetti",1,Cereals and cereal products,23.7741065133518,2
9581-001-99,206,"Cooking bananas, plantains",2,Starches,34.47245444436011,2
9581-001-99,301,Sugar,7,Sugar and sweets,29.717633141689753,2
9581-001-99,501,Groundnuts in shell/shelled,8,Nuts and seeds,7.429408285422438,2
9581-001-99,801,Goat meat,9,"Meat, meat products and fish",10.772642013862535,2
9581-001-99,809,Dried/salted/canned fish and seafood (incl. Dagaa),9,"Meat, meat products and fish",21.39669586201662,2
9581-001-99,901,Fresh milk,12,Milk and milk products,15.676051482241345,2
9581-001-99,902,"Milk products (like cream, cheese, yoghurt etc)",12,Milk and milk products,24.78450604016925,2
9581-001-99,1001,Cooking oil,11,Oil and fats,13.536381896039682,2
9581-001-99,1003,Salt,13,Spices and other foods,11.8870532566759,2
9581-001-99,1101,Tea dry,6,Beverages,1.18870532566759,2
9581-001-99,4013,"Other beans, lentils, and pulses",3,"Pulses, dry",14.85881657084488,2
9581-001-99,6011,Onions,4,Vegetables,22.85167118063375,2
9581-001-99,6012,Tomatoes,4,Vegetables,93.19449753233906,2
9581-001-99,6013,"Carrots and green pepper, other viungo",4,Vegetables,14.907360697061977,2
9581-001-99,6021,Cabbage,4,Vegetables,89.92516165164461,2
9581-001-99,7031,Mangoes,5,Fruits,12.324496816521574,2
9581-001-99,8041,Chicken,9,"Meat, meat products and fish",9.658230771049167,2
9582-001-99,105,Maize (flour),1,Cereals and cereal products,116.89619352231566,2
9582-001-99,201,Cassava fresh,2,Starches,76.16154396015648,2
9582-001-99,203,Sweet potatoes,2,Starches,15.89788231903493,2
9582-001-99,301,Sugar,7,Sugar and sweets,22.265941623298215,2
9582-001-99,501,Groundnuts in shell/shelled,8,Nuts and seeds,3.985603550570381,2
9582-001-99,701,Ripe bananas,5,Fruits,10.371475608132311,2
9582-001-99,809,Dried/salted/canned fish and seafood (incl. Dagaa),9,"Meat, meat products and fish",1.024233314671718,2
9582-001-99,901,Fresh milk,12,Milk and milk products,23.49056841257962,2
9582-001-99,1001,Cooking oil,11,Oil and fats,20.262006877201376,2
9582-001-99,1003,Salt,13,Spices and other foods,4.453188324659644,2
9582-001-99,1004,Other spices,13,Spices and other foods,1.1722015113903268,2
9582-001-99,1101,Tea dry,6,Beverages,0.5566485405824555,2
9582-001-99,4013,"Other beans, lentils, and pulses",3,"Pulses, dry",11.132970811649113,2
9582-001-99,6011,Onions,4,Vegetables,17.042351718472453,2
9582-001-99,6012,Tomatoes,4,Vegetables,24.00268506991548,2
9582-001-99,6013,"Carrots and green pepper, other viungo",4,Vegetables,5.568577099718397,2
9582-001-99,6022,Chiness/spinach,4,Vegetables,27.516250658071936,2
9582-001-99,6023,Other green vegetable,4,Vegetables,20.331234185610775,2
9582-001-99,7032,Avocado,5,Fruits,6.908453707460738,2
9583-001-99,102,Rice (husked),1,Cereals and cereal products,35.96779034293057,2
9583-001-99,105,Maize (flour),1,Cereals and cereal products,107.90337102879172,2
9583-001-99,201,Cassava fresh,2,Starches,89.20012005046782,2
9583-001-99,205,Irish potatoes,2,Starches,133.80018007570172,2
9583-001-99,206,"Cooking bananas, plantains",2,Starches,71.93558068586114,2
9583-001-99,301,Sugar,7,Sugar and sweets,71.93558068586114,2
9583-001-99,303,"Honey, syrups, jams, marmalade, jellies, canned fruits",7,Sugar and sweets,47.54941883335421,2
9583-001-99,502,Coconuts (mature/immature),8,Nuts and seeds,71.8009118920654,2
9583-001-99,701,Ripe bananas,5,Fruits,91.71786537447295,2
9583-001-99,704,Sugarcane,5,Fruits,143.87116137172228,2
9583-001-99,802,Beef (including minced sausage),9,"Meat, meat products and fish",63.61382469623616,2
9583-001-99,807,Eggs,10,Eggs,62.58395519669919,2
9583-001-99,901,Fresh milk,12,Milk and milk products,151.784075247167,2
9583-001-99,902,"Milk products (like cream, cheese, yoghurt etc)",12,Milk and milk products,59.99427429200819,2
9583-001-99,1001,Cooking oil,11,Oil and fats,65.5333140048195,2
9583-001-99,1003,Salt,13,Spices and other foods,14.387116137172228,2
9583-001-99,1004,Other spices,13,Spices and other foods,33.81325205959197,2
9583-001-99,1104,"Bottled/canned soft drinks (soda, juice, water)",6,Beverages,52.41945764578702,2
9583-001-99,4011,Peas,3,"Pulses, dry",23.817331535057953,2
9583-001-99,4013,"Other beans, lentils, and pulses",3,"Pulses, dry",71.93558068586115,2
9583-001-99,6011,Onions,4,Vegetables,64.02266681041641,2
9583-001-99,6012,Tomatoes,4,Vegetables,133.94405123707344,2
9583-001-99,6013,"Carrots and green pepper, other viungo",4,Vegetables,25.998053325374553,2
9583-001-99,6021,Cabbage,4,Vegetables,60.9054583140291,2
9583-001-99,6023,Other green vegetable,4,Vegetables,47.59785087544264,2
9583-001-99,8084,Other fresh fish and seafood,9,"Meat, meat products and fish",42.968664895972786,2
9588-001-99,102,Rice (husked),1,Cereals and cereal products,54.90826384565918,2
9588-001-99,105,Maize (flour),1,Cereals and cereal products,164.72479153697756,2
9588-001-99,109,Bread,1,Cereals and cereal products,27.45413192282959,2
9588-001-99,205,Irish potatoes,2,Starches,25.53234268823152,2
9588-001-99,206,"Cooking bananas, plantains",2,Starches,27.45413192282959,2
9588-001-99,301,Sugar,7,Sugar and sweets,54.90826384565918,2
9588-001-99,701,Ripe bananas,5,Fruits,28.003214561286182,2
9588-001-99,809,Dried/salted/canned fish and seafood (incl. Dagaa),9,"Meat, meat products and fish",27.45413192282959,2
9588-001-99,1001,Cooking oil,11,Oil and fats,12.505357090848879,2
9588-001-99,1003,Salt,13,Spices and other foods,6.863532980707397,2
9588-001-99,1004,Other spices,13,Spices and other foods,1.2904788894911725,2
9588-001-99,4011,Peas,3,"Pulses, dry",9.089857283125687,2
9588-001-99,6011,Onions,4,Vegetables,12.217088705659165,2
9588-001-99,6012,Tomatoes,4,Vegetables,53.810098568746,2
9588-001-99,6013,"Carrots and green pepper, other viungo",4,Vegetables,9.92212725505779,2
9588-001-99,6022,Chiness/spinach,4,Vegetables,10.158028811446949,2
9588-001-99,7021,Lemon/lime,5,Fruits,55.95893062443598,2
9588-001-99,7022,Orange/tangerine,5,Fruits,20.590598942122195,2
9588-001-99,7032,Avocado,5,Fruits,23.39092039825081,2
9589-001-99,102,Rice (husked),1,Cereals and cereal products,103.40935077632572,2
9589-001-99,104,Maize (grain),1,Cereals and cereal products,25.85233769408143,2
9589-001-99,105,Maize (flour),1,Cereals and cereal products,129.26168847040717,2
9589-001-99,107,Millet and sorghum (flour),1,Cereals and cereal products,12.926168847040715,2
9589-001-99,109,Bread,1,Cereals and cereal products,41.3637403105303,2
9589-001-99,205,Irish potatoes,2,Starches,12.021337027747865,2
9589-001-99,206,"Cooking bananas, plantains",2,Starches,77.5570130822443,2
9589-001-99,301,Sugar,7,Sugar and sweets,38.77850654112215,2
9589-001-99,501,Groundnuts in shell/shelled,8,Nuts and seeds,10.340935077632574,2
9589-001-99,701,Ripe bananas,5,Fruits,65.92346111990766,2
9589-001-99,802,Beef (including minced sausage),9,"Meat, meat products and fish",91.44660054895097,2
9589-001-99,807,Eggs,10,Eggs,22.491533793850845,2
9589-001-99,809,Dried/salted/canned fish and seafood (incl. Dagaa),9,"Meat, meat products and fish",12.926168847040715,2
9589-001-99,901,Fresh milk,12,Milk and milk products,109.09686506902365,2
9589-001-99,1001,Cooking oil,11,Oil and fats,35.327219458962276,2
9589-001-99,1003,Salt,13,Spices and other foods,10.340935077632574,2
9589-001-99,1004,Other spices,13,Spices and other foods,12.151867023872924,2
9589-001-99,4013,"Other beans, lentils, and pulses",3,"Pulses, dry",12.926168847040719,2
9589-001-99,6011,Onions,4,Vegetables,18.406864438185977,2
9589-001-99,6012,Tomatoes,4,Vegetables,35.46940731627972,2
9589-001-99,6013,"Carrots and green pepper, other viungo",4,Vegetables,24.29238999150664,2
9589-001-99,6022,Chiness/spinach,4,Vegetables,11.478437936172156,2
9589-001-99,6023,Other green vegetable,4,Vegetables,34.211601619456424,2
9589-001-99,7022,Orange/tangerine,5,Fruits,58.16775981168322,2
9589-001-99,7032,Avocado,5,Fruits,7.342063905119127,2
9589-001-99,11011,Buns,1,Cereals and cereal products,25.85233769408143,2
9590-001-99,105,Maize (flour),1,Cereals and cereal products,215.05303402440003,2
9590-001-99,205,Irish potatoes,2,Starches,33.333220273782004,2
9590-001-99,206,"Cooking bananas, plantains",2,Starches,35.84217233740001,2
9590-001-99,301,Sugar,7,Sugar and sweets,35.84217233740001,2
9590-001-99,1001,Cooking oil,11,Oil and fats,32.65221899937141,2
9590-001-99,1003,Salt,13,Spices and other foods,35.84217233740001,2
9590-001-99,4011,Peas,3,"Pulses, dry",23.734149175063955,2
9590-001-99,6011,Onions,4,Vegetables,35.0894867183146,2
9590-001-99,6012,Tomatoes,4,Vegetables,53.390499913791054,2
9590-001-99,6013,"Carrots and green pepper, other viungo",4,Vegetables,33.67943119365356,2
9590-001-99,6022,Chiness/spinach,4,Vegetables,21.749030174334326,2
9590-001-99,7022,Orange/tangerine,5,Fruits,19.623589354726505,2
9591-001-99,102,Rice (husked),1,Cereals and cereal products,27.822915157922235,2
9591-001-99,105,Maize (flour),1,Cereals and cereal products,55.64583031584447,2
9591-001-99,1001,Cooking oil,11,Oil and fats,15.037300807093768,2
9591-001-99,1003,Salt,13,Spices and other foods,27.822915157922235,2
9591-001-99,6011,Onions,4,Vegetables,4.853429320147954,2
9591-001-99,6012,Tomatoes,4,Vegetables,24.53981116928741,2
9591-001-99,6023,Other green vegetable,4,Vegetables,22.091615091954075,2
9591-001-99,8081,Dagaa (fresh),9,"Meat, meat products and fish",13.911457578961118,2
9593-001-99,102,Rice (husked),1,Cereals and cereal products,113.82662119846577,2
9593-001-99,104,Maize (grain),1,Cereals and cereal products,37.94220706615526,2
9593-001-99,105,Maize (flour),1,Cereals and cereal products,227.65324239693155,2
9593-001-99,201,Cassava fresh,2,Starches,70.57250514304879,2
9593-001-99,301,Sugar,7,Sugar and sweets,37.94220706615526,2
9593-001-99,502,Coconuts (mature/immature),8,Nuts and seeds,18.93558820665064,2
9593-001-99,802,Beef (including minced sausage),9,"Meat, meat products and fish",33.55292173750525,2
9593-001-99,809,Dried/salted/canned fish and seafood (incl. Dagaa),9,"Meat, meat products and fish",15.176882826462105,2
9593-001-99,901,Fresh milk,12,Milk and milk products,40.029028454793796,2
9593-001-99,1001,Cooking oil,11,Oil and fats,34.56535063726744,2
9593-001-99,1003,Salt,13,Spices and other foods,7.5884414132310525,2
9593-001-99,1004,Other spices,13,Spices and other foods,17.834698753982558,2
9593-001-99,4013,"Other beans, lentils, and pulses",3,"Pulses, dry",75.88441413231054,2
9593-001-99,6011,Onions,4,Vegetables,33.768564288878174,2
9593-001-99,6012,Tomatoes,4,Vegetables,111.55008877449646,2
9593-001-99,6013,"Carrots and green pepper, other viungo",4,Vegetables,41.137786607824864,2
9593-001-99,6021,Cabbage,4,Vegetables,44.97416277574937,2
9593-001-99,6022,Chiness/spinach,4,Vegetables,56.154466457909784,2
9593-001-99,6023,Other green vegetable,4,Vegetables,125.52672103298839,2
9593-001-99,7021,Lemon/lime,5,Fruits,64.44704871507905,2
9593-001-99,7022,Orange/tangerine,5,Fruits,85.36996589884934,2
9593-001-99,11011,Buns,1,Cereals and cereal products,31.87145393557042,2
9594-001-99,102,Rice (husked),1,Cereals and cereal products,86.13238506403671,2
9594-001-99,105,Maize (flour),1,Cereals and cereal products,172.26477012807342,2
9594-001-99,109,Bread,1,Cereals and cereal products,28.71079502134557,2
9594-001-99,301,Sugar,7,Sugar and sweets,28.71079502134557,2
9594-001-99,704,Sugarcane,5,Fruits,28.71079502134557,2
9594-001-99,802,Beef (including minced sausage),9,"Meat, meat products and fish",12.694715632819134,2
9594-001-99,901,Fresh milk,12,Milk and milk products,30.289888747519576,2
9594-001-99,1001,Cooking oil,11,Oil and fats,13.077767132222908,2
9594-001-99,1003,Salt,13,Spices and other foods,5.742159004269114,2
9594-001-99,1101,Tea dry,6,Beverages,1.0335886207684406,2
9594-001-99,4013,"Other beans, lentils, and pulses",3,"Pulses, dry",28.71079502134558,2
9594-001-99,6011,Onions,4,Vegetables,12.776303784498777,2
9594-001-99,6012,Tomatoes,4,Vegetables,67.52778989020479,2
9594-001-99,6013,"Carrots and green pepper, other viungo",4,Vegetables,20.752589271182444,2
9594-001-99,6023,Other green vegetable,4,Vegetables,94.98582807784338,2
9594-001-99,7022,Orange/tangerine,5,Fruits,10.766548133004589,2
9594-001-99,7032,Avocado,5,Fruits,20.384664465155357,2
9594-001-99,11011,Buns,1,Cereals and cereal products,22.968636017076456,2
9595-001-99,102,Rice (husked),1,Cereals and cereal products,62.55949705812532,2
9595-001-99,105,Maize (flour),1,Cereals and cereal products,125.11899411625063,2
9595-001-99,109,Bread,1,Cereals and cereal products,25.023798823250125,2
9595-001-99,205,Irish potatoes,2,Starches,14.545083066014135,2
9595-001-99,206,"Cooking bananas, plantains",2,Starches,93.83924558718797,2
9595-001-99,301,Sugar,7,Sugar and sweets,15.63987426453133,2
9595-001-99,701,Ripe bananas,5,Fruits,31.905343499643912,2
9595-001-99,809,Dried/salted/canned fish and seafood (incl. Dagaa),9,"Meat, meat products and fish",15.63987426453133,2
9595-001-99,1001,Cooking oil,11,Oil and fats,11.398340363990432,2
9595-001-99,1003,Salt,13,Spices and other foods,9.383924558718798,2
9595-001-99,1101,Tea dry,6,Beverages,0.5004759764650025,2
9595-001-99,6011,Onions,4,Vegetables,13.91948809543288,2
9595-001-99,6012,Tomatoes,4,Vegetables,45.9812303377221,2
9595-001-99,6013,"Carrots and green pepper, other viungo",4,Vegetables,20.34852033606902,2
9595-001-99,6021,Cabbage,4,Vegetables,26.48352042127305,2
9595-001-99,6022,Chiness/spinach,4,Vegetables,27.77641669380764,2
9595-001-99,7022,Orange/tangerine,5,Fruits,14.075886838078196,2
1009-001-01,102,Rice (husked),1,Cereals and cereal products,27.989279636875388,2
1009-001-01,104,Maize (grain),1,Cereals and cereal products,55.978559273750776,2
1009-001-01,105,Maize (flour),1,Cereals and cereal products,37.31903951583386,2
